source,target,index,stage,hus1b,slc22a1,loc100132354,slc22a16,abca12,c10orf41,c4orf6,c9orf129,cd1c,trim36,afap1l1,c6orf176,cabyr,ccdc146,ces8
TCGA-B2-5641-01,TCGA-BP-4346-01,6,positive,3,3,1,1,3,3,1,1,3,1,3,3,3,3,3
TCGA-B2-5641-01,TCGA-BP-4346-01,7,positive,4,4,0,0,4,4,0,0,4,0,4,4,4,4,4
TCGA-B2-5641-01,TCGA-BP-4346-01,8,positive,4,4,0,0,4,4,0,0,4,0,4,4,4,4,4
TCGA-B2-5641-01,TCGA-BP-4346-01,9,positive,4,4,0,0,4,4,0,0,4,0,4,4,4,4,4
TCGA-B2-5641-01,TCGA-BP-4988-01,0,negative,0,0,4,4,0,0,4,4,4,4,0,4,0,0,0
TCGA-B2-5641-01,TCGA-BP-4988-01,1,negative,0,0,4,4,0,0,4,4,4,4,0,4,0,0,0
TCGA-B2-5641-01,TCGA-BP-4988-01,2,negative,0,0,4,4,0,0,4,4,4,4,0,4,0,0,0
TCGA-B2-5641-01,TCGA-BP-4988-01,3,negative,1,1,3,3,1,1,3,3,3,3,1,3,1,1,1
TCGA-B2-5641-01,TCGA-BP-4988-01,4,negative,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-B2-5641-01,TCGA-BP-4988-01,5,negative,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
TCGA-B2-5641-01,TCGA-BP-4988-01,6,negative,3,3,1,1,3,3,1,1,1,1,3,1,3,3,3
TCGA-B2-5641-01,TCGA-BP-4988-01,7,negative,4,3,0,0,4,4,0,0,0,0,4,0,4,4,4
TCGA-B2-5641-01,TCGA-BP-4988-01,8,negative,4,4,0,0,4,4,0,0,0,0,4,0,4,4,4
TCGA-B2-5641-01,TCGA-BP-4988-01,9,negative,4,4,0,0,4,4,0,0,0,0,4,0,4,4,4
TCGA-B2-A4SR-01,TCGA-G6-A8L6-01,0,positive,0,4,0,0,0,0,0,0,4,4,4,0,4,0,0
TCGA-B2-A4SR-01,TCGA-G6-A8L6-01,1,positive,0,4,0,0,0,0,0,0,4,4,4,0,4,0,0
TCGA-B2-A4SR-01,TCGA-G6-A8L6-01,2,positive,0,4,0,0,0,0,0,0,4,4,4,0,4,0,0
TCGA-B2-A4SR-01,TCGA-G6-A8L6-01,3,positive,1,3,1,1,1,1,1,1,3,3,3,1,3,1,1
TCGA-B2-A4SR-01,TCGA-G6-A8L6-01,4,positive,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-B2-A4SR-01,TCGA-G6-A8L6-01,5,positive,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-B2-A4SR-01,TCGA-G6-A8L6-01,6,positive,3,1,3,3,3,3,3,3,1,1,1,3,1,3,3
TCGA-B2-A4SR-01,TCGA-G6-A8L6-01,7,positive,4,0,3,3,4,3,4,4,0,0,0,4,0,4,4
TCGA-B2-A4SR-01,TCGA-G6-A8L6-01,8,positive,4,0,4,4,4,4,4,4,0,0,0,4,0,4,4
TCGA-B2-A4SR-01,TCGA-G6-A8L6-01,9,positive,4,0,4,4,4,4,4,4,0,0,0,4,0,4,4
TCGA-B4-5378-01,TCGA-B0-4816-01,0,negative,0,0,4,0,0,0,3,0,0,3,4,0,4,4,4
TCGA-B4-5378-01,TCGA-B0-4816-01,1,negative,0,0,4,0,0,0,3,0,0,3,4,0,4,4,4
TCGA-B4-5378-01,TCGA-B0-4816-01,2,negative,0,0,4,1,0,0,4,0,0,3,3,0,3,4,4
TCGA-B4-5378-01,TCGA-B0-4816-01,3,negative,1,1,3,1,1,1,4,1,1,2,3,1,3,3,3
TCGA-B4-5378-01,TCGA-B0-4816-01,4,negative,1,2,2,2,2,2,1,1,2,0,2,1,2,2,2
TCGA-B4-5378-01,TCGA-B0-4816-01,5,negative,2,2,2,2,2,3,0,2,2,0,1,2,2,1,2
TCGA-B4-5378-01,TCGA-B0-4816-01,6,negative,3,3,1,3,3,3,0,3,3,0,1,3,1,1,1
TCGA-B4-5378-01,TCGA-B0-4816-01,7,negative,4,4,0,4,4,4,1,3,4,1,0,4,0,0,0
TCGA-B4-5378-01,TCGA-B0-4816-01,8,negative,4,4,0,4,4,4,2,4,4,3,0,4,0,0,0
TCGA-B4-5378-01,TCGA-B0-4816-01,9,negative,4,4,0,4,4,4,4,4,4,4,0,4,0,0,0
TCGA-B4-5378-01,TCGA-B0-5088-01,0,negative,0,0,4,0,0,0,0,4,4,4,4,0,4,4,4
TCGA-B4-5378-01,TCGA-B0-5088-01,1,negative,0,0,4,0,0,0,1,4,4,4,4,0,4,4,4
TCGA-B4-5378-01,TCGA-B0-5088-01,2,negative,0,0,4,1,0,0,3,3,4,4,3,0,3,4,4
TCGA-B4-5378-01,TCGA-B0-5088-01,3,negative,1,1,3,2,1,1,2,2,3,3,3,1,3,3,3
TCGA-B4-5378-01,TCGA-B0-5088-01,4,negative,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
TCGA-B4-5378-01,TCGA-B0-5088-01,5,negative,2,2,2,3,2,2,1,0,1,1,1,2,2,2,2
TCGA-B4-5378-01,TCGA-B0-5088-01,6,negative,3,3,1,3,3,3,1,0,1,1,1,3,1,1,1
TCGA-B4-5378-01,TCGA-B0-5088-01,7,negative,4,4,0,4,4,4,3,0,0,0,0,3,0,0,0
TCGA-B4-5378-01,TCGA-B0-5088-01,8,negative,4,4,0,4,4,4,4,1,0,0,0,4,0,0,0
TCGA-B4-5378-01,TCGA-B0-5088-01,9,negative,4,4,0,4,4,4,4,1,0,0,0,4,0,0,0
TCGA-B4-5834-01,TCGA-BP-4959-01,0,negative,0,0,4,4,0,0,0,0,4,0,4,0,0,4,0
TCGA-B4-5834-01,TCGA-BP-4959-01,1,negative,0,0,4,4,0,0,0,0,4,0,4,0,0,4,0
TCGA-B4-5834-01,TCGA-BP-4959-01,2,negative,1,0,4,4,0,1,0,1,4,1,4,0,0,4,1
TCGA-B4-5834-01,TCGA-BP-4959-01,3,negative,1,1,3,3,1,1,1,1,3,1,3,1,1,3,1
TCGA-B4-5834-01,TCGA-BP-4959-01,4,negative,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
TCGA-B4-5834-01,TCGA-BP-4959-01,5,negative,3,2,1,1,2,2,2,2,2,2,1,2,2,2,2
TCGA-B4-5834-01,TCGA-BP-4959-01,6,negative,3,3,0,1,3,3,3,3,1,3,1,3,3,1,3
TCGA-B4-5834-01,TCGA-BP-4959-01,7,negative,3,4,0,0,4,4,4,4,0,3,0,4,3,0,3
TCGA-B4-5834-01,TCGA-BP-4959-01,8,negative,4,4,0,0,4,4,4,4,0,4,0,4,4,0,4
TCGA-B4-5834-01,TCGA-BP-4959-01,9,negative,4,4,1,0,4,4,4,4,0,4,0,4,4,0,4
TCGA-B4-5843-01,TCGA-B0-5399-01,0,negative,0,0,4,4,4,0,0,0,4,4,4,0,4,4,4
TCGA-B4-5843-01,TCGA-B0-5399-01,1,negative,0,0,4,4,4,0,0,0,4,4,4,0,4,4,4
TCGA-B4-5843-01,TCGA-B0-5399-01,2,negative,0,0,3,4,4,0,1,0,4,4,3,0,4,4,3
TCGA-B4-5843-01,TCGA-B0-5399-01,3,negative,1,1,3,3,3,1,1,1,3,3,3,1,3,3,3
TCGA-B4-5843-01,TCGA-B0-5399-01,4,negative,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-B4-5843-01,TCGA-B0-5399-01,5,negative,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-B4-5843-01,TCGA-B0-5399-01,6,negative,3,3,1,1,1,3,3,3,1,1,1,3,1,1,1
TCGA-B4-5843-01,TCGA-B0-5399-01,7,negative,4,4,0,0,0,4,4,4,0,0,1,4,0,0,0
TCGA-B4-5843-01,TCGA-B0-5399-01,8,negative,4,4,0,0,0,4,4,4,0,0,0,4,0,0,0
TCGA-B4-5843-01,TCGA-B0-5399-01,9,negative,4,4,0,0,0,4,4,4,0,0,0,4,0,0,0
TCGA-B4-5843-01,TCGA-B2-5633-01,0,negative,4,0,4,1,4,4,0,0,0,4,4,0,4,4,4
TCGA-B4-5843-01,TCGA-B2-5633-01,1,negative,4,0,4,1,4,4,0,0,0,4,4,0,4,4,4
TCGA-B4-5843-01,TCGA-B2-5633-01,2,negative,4,0,3,1,4,4,0,0,0,4,3,1,3,4,4
TCGA-B4-5843-01,TCGA-B2-5633-01,3,negative,3,1,2,0,3,3,1,1,1,3,3,2,3,3,3
TCGA-B4-5843-01,TCGA-B2-5633-01,4,negative,2,2,1,0,2,2,2,2,2,2,2,3,2,3,2
TCGA-B4-5843-01,TCGA-B2-5633-01,5,negative,2,2,1,1,2,2,3,2,2,1,1,3,1,2,2
TCGA-B4-5843-01,TCGA-B2-5633-01,6,negative,1,3,0,2,1,1,3,3,3,1,0,3,1,1,1
TCGA-B4-5843-01,TCGA-B2-5633-01,7,negative,0,4,0,3,0,1,4,4,4,0,0,4,0,0,0
TCGA-B4-5843-01,TCGA-B2-5633-01,8,negative,0,4,1,4,0,0,4,4,4,0,1,4,0,0,0
TCGA-B4-5843-01,TCGA-B2-5633-01,9,negative,0,4,1,4,0,0,4,4,4,0,2,4,0,0,0
TCGA-B4-5843-01,TCGA-B8-5549-01,0,negative,4,4,0,0,4,4,0,0,0,4,4,4,4,4,4
TCGA-B4-5843-01,TCGA-B8-5549-01,1,negative,4,4,0,0,4,4,0,0,0,4,4,4,4,4,4
TCGA-B4-5843-01,TCGA-B8-5549-01,2,negative,4,4,0,0,4,4,0,0,0,4,4,4,4,4,4
TCGA-B4-5843-01,TCGA-B8-5549-01,3,negative,3,3,1,1,3,3,1,1,1,3,3,3,3,3,3
TCGA-B4-5843-01,TCGA-B8-5549-01,4,negative,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-B4-5843-01,TCGA-B8-5549-01,5,negative,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-B4-5843-01,TCGA-B8-5549-01,6,negative,1,1,3,3,1,1,3,3,3,1,1,1,1,1,1
TCGA-B4-5843-01,TCGA-B8-5549-01,7,negative,0,0,4,4,0,0,4,4,4,0,0,0,0,0,0
TCGA-B4-5843-01,TCGA-B8-5549-01,8,negative,0,0,4,4,0,0,4,4,4,0,0,0,0,0,0
TCGA-B4-5843-01,TCGA-B8-5549-01,9,negative,0,0,4,4,0,0,4,4,4,0,0,0,0,0,0
TCGA-B4-5844-01,TCGA-B8-4151-01,0,positive,4,4,0,0,0,0,0,4,0,0,4,0,4,0,0
TCGA-B4-5844-01,TCGA-B8-4151-01,1,positive,4,4,0,0,0,0,0,4,0,0,4,0,4,0,0
TCGA-B4-5844-01,TCGA-B8-4151-01,2,positive,4,4,0,0,0,0,1,4,1,0,4,1,3,1,0
TCGA-B4-5844-01,TCGA-B8-4151-01,3,positive,4,3,0,1,1,0,1,3,2,1,3,2,3,2,1
TCGA-B4-5844-01,TCGA-B8-4151-01,4,positive,3,2,1,1,2,1,2,2,2,1,2,2,2,2,2
TCGA-B4-5844-01,TCGA-B8-4151-01,5,positive,2,2,2,2,2,2,3,2,3,2,2,3,1,3,2
TCGA-B4-5844-01,TCGA-B8-4151-01,6,positive,1,1,3,3,3,3,3,1,3,3,1,3,1,3,3
TCGA-B4-5844-01,TCGA-B8-4151-01,7,positive,0,0,4,4,4,4,3,0,3,4,0,3,0,3,4
TCGA-B4-5844-01,TCGA-B8-4151-01,8,positive,0,0,4,4,4,4,4,0,4,4,0,4,0,4,4
TCGA-B4-5844-01,TCGA-B8-4151-01,9,positive,0,0,4,4,4,4,4,0,4,4,0,4,0,4,4
TCGA-B4-5844-01,TCGA-BP-5176-01,0,negative,4,4,0,0,0,4,0,0,4,0,4,0,4,4,0
TCGA-B4-5844-01,TCGA-BP-5176-01,1,negative,4,4,0,0,0,4,0,0,4,0,4,0,4,4,0
TCGA-B4-5844-01,TCGA-BP-5176-01,2,negative,3,4,0,0,0,4,0,0,3,0,4,0,3,3,0
TCGA-B4-5844-01,TCGA-BP-5176-01,3,negative,3,3,1,1,1,3,1,1,3,1,3,1,3,3,1
TCGA-B4-5844-01,TCGA-BP-5176-01,4,negative,3,2,1,1,1,2,2,2,3,2,2,2,2,3,2
TCGA-B4-5844-01,TCGA-BP-5176-01,5,negative,2,1,2,2,2,2,2,2,3,2,2,2,1,2,3
TCGA-B4-5844-01,TCGA-BP-5176-01,6,negative,1,1,3,3,3,1,3,3,2,3,1,3,1,1,3
TCGA-B4-5844-01,TCGA-BP-5176-01,7,negative,1,0,4,4,4,0,3,4,1,4,0,4,1,1,4
TCGA-B4-5844-01,TCGA-BP-5176-01,8,negative,0,0,4,4,4,0,4,4,0,4,0,4,0,0,4
TCGA-B4-5844-01,TCGA-BP-5176-01,9,negative,0,0,4,4,4,0,4,4,0,4,0,4,0,0,4
TCGA-B4-5844-01,TCGA-CJ-4639-01,0,negative,0,4,0,0,0,0,0,0,0,0,4,0,4,4,4
TCGA-B4-5844-01,TCGA-CJ-4639-01,1,negative,0,4,0,0,0,0,0,0,0,0,4,0,4,4,4
TCGA-B4-5844-01,TCGA-CJ-4639-01,2,negative,0,4,0,0,0,0,0,0,0,0,4,0,4,4,4
TCGA-B4-5844-01,TCGA-CJ-4639-01,3,negative,1,3,1,1,1,1,1,1,1,1,3,1,3,3,3
TCGA-B4-5844-01,TCGA-CJ-4639-01,4,negative,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-B4-5844-01,TCGA-CJ-4639-01,5,negative,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-B4-5844-01,TCGA-CJ-4639-01,6,negative,3,1,3,3,3,3,3,3,3,3,1,3,1,1,1
TCGA-B4-5844-01,TCGA-CJ-4639-01,7,negative,4,0,4,4,4,4,4,4,4,4,0,4,0,0,0
TCGA-B4-5844-01,TCGA-CJ-4639-01,8,negative,4,0,4,4,4,4,4,4,4,4,0,4,0,0,0
TCGA-B4-5844-01,TCGA-CJ-4639-01,9,negative,4,0,4,4,4,4,4,4,4,4,0,4,0,0,0
TCGA-B8-4148-01,TCGA-CZ-4863-01,0,positive,4,1,4,0,4,4,4,0,4,4,3,4,0,4,4
TCGA-B8-4148-01,TCGA-CZ-4863-01,1,positive,4,1,4,0,4,4,4,0,4,4,3,4,0,4,4
TCGA-B8-4148-01,TCGA-CZ-4863-01,2,positive,4,1,4,0,4,4,3,1,4,4,3,4,0,4,4
TCGA-B8-4148-01,TCGA-CZ-4863-01,3,positive,3,0,3,1,3,3,3,2,3,3,4,3,1,3,3
TCGA-B8-4148-01,TCGA-CZ-4863-01,4,positive,3,0,3,1,2,2,2,3,3,3,4,2,2,3,3
TCGA-B8-4148-01,TCGA-CZ-4863-01,5,positive,2,1,2,2,2,2,1,3,2,2,3,2,2,2,2
TCGA-B8-4148-01,TCGA-CZ-4863-01,6,positive,1,2,1,3,1,1,1,3,1,1,2,1,3,1,1
TCGA-B8-4148-01,TCGA-CZ-4863-01,7,positive,0,3,0,4,0,0,0,3,0,0,1,0,4,0,0
TCGA-B8-4148-01,TCGA-CZ-4863-01,8,positive,0,4,0,4,0,0,0,4,0,0,0,0,4,0,0
TCGA-B8-4148-01,TCGA-CZ-4863-01,9,positive,0,4,0,4,0,0,0,4,0,0,0,0,4,0,0
TCGA-B8-4154-01,TCGA-BP-4795-01,0,negative,4,2,0,2,4,4,4,4,0,0,0,4,0,0,0
TCGA-B8-4154-01,TCGA-BP-4795-01,1,negative,4,1,0,2,4,4,3,4,0,0,0,4,0,0,0
TCGA-B8-4154-01,TCGA-BP-4795-01,2,negative,4,1,0,1,4,4,3,3,0,0,0,3,1,0,0
TCGA-B8-4154-01,TCGA-BP-4795-01,3,negative,3,1,1,0,3,3,3,3,1,1,1,3,1,1,1
TCGA-B8-4154-01,TCGA-BP-4795-01,4,negative,2,1,2,0,2,2,3,2,2,1,2,3,1,2,1
TCGA-B8-4154-01,TCGA-BP-4795-01,5,negative,2,1,2,0,2,1,3,1,3,2,2,2,2,3,2
TCGA-B8-4154-01,TCGA-BP-4795-01,6,negative,1,1,3,2,1,1,2,1,3,3,3,1,2,3,3
TCGA-B8-4154-01,TCGA-BP-4795-01,7,negative,0,2,4,3,0,0,1,0,4,4,4,0,3,4,4
TCGA-B8-4154-01,TCGA-BP-4795-01,8,negative,0,4,4,4,0,0,0,0,4,4,4,0,4,4,4
TCGA-B8-4154-01,TCGA-BP-4795-01,9,negative,0,4,4,4,0,0,0,0,4,4,4,0,4,4,4
TCGA-B8-4154-01,TCGA-CJ-4897-01,0,positive,4,0,0,4,4,4,4,4,0,0,0,4,0,0,0
TCGA-B8-4154-01,TCGA-CJ-4897-01,1,positive,4,0,0,4,4,4,4,4,0,0,0,4,0,0,0
TCGA-B8-4154-01,TCGA-CJ-4897-01,2,positive,4,0,0,3,4,4,3,4,0,0,0,4,1,0,1
TCGA-B8-4154-01,TCGA-CJ-4897-01,3,positive,3,1,1,2,3,3,3,3,1,1,1,3,1,1,1
TCGA-B8-4154-01,TCGA-CJ-4897-01,4,positive,3,1,2,1,2,2,2,2,2,2,2,2,1,2,2
TCGA-B8-4154-01,TCGA-CJ-4897-01,5,positive,2,2,2,0,2,2,2,2,2,2,2,2,2,2,3
TCGA-B8-4154-01,TCGA-CJ-4897-01,6,positive,1,2,3,0,1,1,1,1,3,3,3,1,2,3,3
TCGA-B8-4154-01,TCGA-CJ-4897-01,7,positive,1,3,3,1,0,0,0,0,4,3,4,1,3,4,3
TCGA-B8-4154-01,TCGA-CJ-4897-01,8,positive,0,4,4,2,0,0,0,0,4,4,4,0,4,4,4
TCGA-B8-4154-01,TCGA-CJ-4897-01,9,positive,0,4,4,4,0,0,0,0,4,4,4,0,4,4,4
TCGA-B8-4619-01,TCGA-BP-4174-01,0,negative,0,0,4,0,0,4,4,0,4,4,4,0,4,4,4
TCGA-B8-4619-01,TCGA-BP-4174-01,1,negative,0,0,4,0,0,4,4,0,4,4,4,0,4,4,4
TCGA-B8-4619-01,TCGA-BP-4174-01,2,negative,0,0,4,0,0,4,4,1,4,4,4,0,4,4,4
TCGA-B8-4619-01,TCGA-BP-4174-01,3,negative,1,1,3,1,1,3,3,1,3,3,3,1,3,3,3
TCGA-B8-4619-01,TCGA-BP-4174-01,4,negative,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
TCGA-B8-4619-01,TCGA-BP-4174-01,5,negative,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2
TCGA-B8-4619-01,TCGA-BP-4174-01,6,negative,3,3,1,3,3,1,1,3,1,0,1,3,1,1,1
TCGA-B8-4619-01,TCGA-BP-4174-01,7,negative,4,4,0,4,4,1,0,3,0,0,0,3,1,0,0
TCGA-B8-4619-01,TCGA-BP-4174-01,8,negative,4,4,0,4,4,0,0,4,0,0,0,4,0,0,0
TCGA-B8-4619-01,TCGA-BP-4174-01,9,negative,4,4,0,4,4,0,0,4,0,0,0,4,0,0,0
TCGA-B8-4621-01,TCGA-B8-A54D-01,0,positive,0,4,4,4,0,0,4,0,4,4,0,4,4,4,0
TCGA-B8-4621-01,TCGA-B8-A54D-01,1,positive,0,4,4,4,0,0,4,0,4,4,0,4,4,4,0
TCGA-B8-4621-01,TCGA-B8-A54D-01,2,positive,0,3,3,4,0,0,4,0,4,3,0,4,4,4,0
TCGA-B8-4621-01,TCGA-B8-A54D-01,3,positive,1,3,3,3,1,1,3,1,3,2,1,3,3,3,1
TCGA-B8-4621-01,TCGA-B8-A54D-01,4,positive,1,3,2,2,2,2,3,2,2,1,1,3,2,3,2
TCGA-B8-4621-01,TCGA-B8-A54D-01,5,positive,2,3,1,2,2,2,2,2,2,1,2,2,2,2,2
TCGA-B8-4621-01,TCGA-B8-A54D-01,6,positive,3,1,1,1,3,3,1,3,1,1,3,1,1,1,3
TCGA-B8-4621-01,TCGA-B8-A54D-01,7,positive,4,1,1,0,4,4,0,3,0,0,4,0,0,0,4
TCGA-B8-4621-01,TCGA-B8-A54D-01,8,positive,4,0,0,0,4,4,0,4,0,0,4,0,0,0,4
TCGA-B8-4621-01,TCGA-B8-A54D-01,9,positive,4,0,0,0,4,4,0,4,0,0,4,0,0,0,4
TCGA-B8-5159-01,TCGA-B0-5709-01,0,positive,3,0,0,4,4,0,4,4,4,2,0,0,0,0,4
TCGA-B8-5159-01,TCGA-B0-5709-01,1,positive,3,0,0,4,4,0,4,4,4,1,0,0,0,0,4
TCGA-B8-5159-01,TCGA-B0-5709-01,2,positive,3,0,0,3,4,0,4,4,4,0,0,1,0,1,4
TCGA-B8-5159-01,TCGA-B0-5709-01,3,positive,4,1,1,3,3,1,3,3,3,0,1,1,1,2,3
TCGA-B8-5159-01,TCGA-B0-5709-01,4,positive,4,1,1,2,2,1,3,2,3,0,2,2,1,3,2
TCGA-B8-5159-01,TCGA-B0-5709-01,5,positive,3,2,2,1,2,2,2,2,2,1,2,3,2,3,2
TCGA-B8-5159-01,TCGA-B0-5709-01,6,positive,2,3,3,1,1,3,1,1,1,2,3,3,3,3,1
TCGA-B8-5159-01,TCGA-B0-5709-01,7,positive,1,4,4,0,0,4,0,0,0,3,4,3,4,3,0
TCGA-B8-5159-01,TCGA-B0-5709-01,8,positive,0,4,4,0,0,4,0,0,0,4,4,4,4,4,0
TCGA-B8-5159-01,TCGA-B0-5709-01,9,positive,0,4,4,0,0,4,0,0,0,4,4,4,4,4,0
TCGA-B8-5162-01,TCGA-BP-5198-01,0,positive,0,4,4,4,0,0,4,4,0,0,0,0,0,4,0
TCGA-B8-5162-01,TCGA-BP-5198-01,1,positive,0,4,4,4,0,0,4,4,0,0,0,0,0,4,0
TCGA-B8-5162-01,TCGA-BP-5198-01,2,positive,0,4,4,4,0,0,4,4,0,0,0,0,0,4,0
TCGA-B8-5162-01,TCGA-BP-5198-01,3,positive,1,3,3,3,1,1,3,3,1,1,1,1,1,3,1
TCGA-B8-5162-01,TCGA-BP-5198-01,4,positive,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-B8-5162-01,TCGA-BP-5198-01,5,positive,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-B8-5162-01,TCGA-BP-5198-01,6,positive,3,1,1,1,3,3,1,1,3,3,3,3,3,1,3
TCGA-B8-5162-01,TCGA-BP-5198-01,7,positive,4,0,0,0,4,4,0,0,4,4,4,4,4,0,4
TCGA-B8-5162-01,TCGA-BP-5198-01,8,positive,4,0,0,0,4,4,0,0,4,4,4,4,4,0,4
TCGA-B8-5162-01,TCGA-BP-5198-01,9,positive,4,0,0,0,4,4,0,0,4,4,4,4,4,0,4
TCGA-B8-5162-01,TCGA-CZ-4853-01,0,negative,0,4,4,0,0,0,4,4,0,4,4,4,4,0,0
TCGA-B8-5162-01,TCGA-CZ-4853-01,1,negative,0,4,4,0,0,0,4,4,0,4,4,4,4,0,0
TCGA-B8-5162-01,TCGA-CZ-4853-01,2,negative,1,4,3,0,0,0,4,4,0,3,4,4,3,1,0
TCGA-B8-5162-01,TCGA-CZ-4853-01,3,negative,2,3,2,1,1,1,3,3,1,2,3,3,2,1,1
TCGA-B8-5162-01,TCGA-CZ-4853-01,4,negative,3,2,2,1,2,1,2,2,2,2,2,3,1,2,2
TCGA-B8-5162-01,TCGA-CZ-4853-01,5,negative,3,1,1,2,2,2,1,2,2,2,2,2,1,3,2
TCGA-B8-5162-01,TCGA-CZ-4853-01,6,negative,4,1,1,3,3,3,1,1,3,1,1,1,1,3,3
TCGA-B8-5162-01,TCGA-CZ-4853-01,7,negative,4,0,1,4,4,4,0,1,4,1,0,0,1,4,4
TCGA-B8-5162-01,TCGA-CZ-4853-01,8,negative,3,0,0,4,4,4,0,0,4,0,0,0,0,4,4
TCGA-B8-5162-01,TCGA-CZ-4853-01,9,negative,3,0,0,4,4,4,0,0,4,0,0,0,0,4,4
TCGA-B8-5165-01,TCGA-AK-3425-01,0,negative,0,4,4,4,0,0,0,0,4,0,4,0,4,4,0
TCGA-B8-5165-01,TCGA-AK-3425-01,1,negative,0,4,4,4,0,0,0,0,4,0,4,0,4,4,0
TCGA-B8-5165-01,TCGA-AK-3425-01,2,negative,0,4,4,4,0,0,0,0,4,0,4,0,4,4,0
TCGA-B8-5165-01,TCGA-AK-3425-01,3,negative,1,3,3,3,1,1,1,1,3,1,3,1,3,3,1
TCGA-B8-5165-01,TCGA-AK-3425-01,4,negative,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-B8-5165-01,TCGA-AK-3425-01,5,negative,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-B8-5165-01,TCGA-AK-3425-01,6,negative,3,1,1,1,3,3,3,3,1,3,1,3,1,1,3
TCGA-B8-5165-01,TCGA-AK-3425-01,7,negative,4,0,0,0,4,4,4,4,0,4,0,4,0,0,4
TCGA-B8-5165-01,TCGA-AK-3425-01,8,negative,4,0,0,0,4,4,4,4,0,4,0,4,0,0,4
TCGA-B8-5165-01,TCGA-AK-3425-01,9,negative,4,0,0,0,4,4,4,4,0,4,0,4,0,0,4
TCGA-B8-5165-01,TCGA-BP-5189-01,0,negative,0,4,4,4,0,0,0,0,4,1,4,0,4,4,0
TCGA-B8-5165-01,TCGA-BP-5189-01,1,negative,0,4,4,4,0,0,0,0,4,1,4,0,4,4,0
TCGA-B8-5165-01,TCGA-BP-5189-01,2,negative,0,3,4,4,0,0,0,0,4,1,4,0,3,4,0
TCGA-B8-5165-01,TCGA-BP-5189-01,3,negative,1,2,3,3,1,1,1,1,3,1,3,1,3,3,1
TCGA-B8-5165-01,TCGA-BP-5189-01,4,negative,2,2,2,2,2,2,2,2,2,0,2,2,1,2,2
TCGA-B8-5165-01,TCGA-BP-5189-01,5,negative,3,0,1,1,2,2,2,2,2,0,2,3,1,2,2
TCGA-B8-5165-01,TCGA-BP-5189-01,6,negative,3,0,1,1,3,3,3,3,1,1,1,3,0,1,3
TCGA-B8-5165-01,TCGA-BP-5189-01,7,negative,4,0,0,0,4,4,4,4,0,3,0,4,0,0,4
TCGA-B8-5165-01,TCGA-BP-5189-01,8,negative,4,1,0,0,4,4,4,4,0,4,0,4,1,0,4
TCGA-B8-5165-01,TCGA-BP-5189-01,9,negative,4,2,0,0,4,4,4,4,0,4,0,4,1,0,4
TCGA-B8-5545-01,TCGA-G6-A8L6-01,0,positive,0,4,4,4,0,0,0,0,4,4,4,0,4,0,0
TCGA-B8-5545-01,TCGA-G6-A8L6-01,1,positive,0,4,4,4,0,0,0,0,4,4,4,0,4,0,0
TCGA-B8-5545-01,TCGA-G6-A8L6-01,2,positive,0,4,4,4,0,0,0,0,4,4,4,0,4,0,0
TCGA-B8-5545-01,TCGA-G6-A8L6-01,3,positive,1,3,3,3,1,1,1,1,3,3,3,1,3,1,1
TCGA-B8-5545-01,TCGA-G6-A8L6-01,4,positive,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-B8-5545-01,TCGA-G6-A8L6-01,5,positive,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TCGA-B8-5545-01,TCGA-G6-A8L6-01,6,positive,3,1,1,1,3,3,3,3,1,1,1,3,1,3,3
TCGA-B8-5545-01,TCGA-G6-A8L6-01,7,positive,4,0,0,0,4,4,4,3,0,0,0,4,0,4,4
TCGA-B8-5545-01,TCGA-G6-A8L6-01,8,positive,4,0,0,0,4,4,4,4,0,0,0,4,0,4,4
TCGA-B8-5545-01,TCGA-G6-A8L6-01,9,positive,4,0,0,0,4,4,4,4,0,0,0,4,0,4,4
TCGA-B8-5546-01,TCGA-A3-A8CQ-01,0,negative,0,0,4,0,4,4,4,4,0,4,0,4,0,0,4
TCGA-B8-5546-01,TCGA-A3-A8CQ-01,1,negative,0,0,4,0,4,4,4,4,0,4,0,4,0,0,4
